pmid	title	abstract	accessions_in_title_abstract	mentions_transcriptomic_assay	mentions_public_data
28400392	Identification of RUNX1 as a Mediator of Aberrant Retinal Angiogenesis.	Proliferative diabetic retinopathy (PDR) is a common cause of blindness in the developed world's working adult population and affects those with type 1 and type 2 diabetes. We identified Runt-related transcription factor 1 (RUNX1) as a gene upregulated in CD31+ vascular endothelial cells obtained from human PDR fibrovascular membranes (FVMs) via transcriptomic analysis. In vitro studies using human retinal microvascular endothelial cells (HRMECs) showed increased RUNX1 RNA and protein expression in response to high glucose, whereas RUNX1 inhibition reduced HRMEC migration, proliferation, and tube formation. Immunohistochemical staining for RUNX1 showed reactivity in vessels of patient-derived FVMs and angiogenic tufts in the retina of mice with oxygen-induced retinopathy, suggesting that RUNX1 upregulation is a hallmark of aberrant retinal angiogenesis. Inhibition of RUNX1 activity with the Ro5-3335 small molecule resulted in a significant reduction of neovascular tufts in oxygen-induced retinopathy, supporting the feasibility of targeting RUNX1 in aberrant retinal angiogenesis.		True	False
28469167	Interplay between CCN1 and Wnt5a in endothelial cells and pericytes determines the angiogenic outcome in a model of ischemic retinopathy.	CYR61-CTGF-NOV (CCN)1 is a dynamically expressed extracellular matrix (ECM) protein with critical functions in cardiovascular development and tissue repair. Angiogenic endothelial cells (ECs) are a major cellular source of CCN1 which, once secreted, associates with the ECM and the cell surface and tightly controls the bidirectional flow of information between cells and the surrounding matrix. Endothelium-specific CCN1 deletion in mice using a cre/lox strategy induces EC hyperplasia and causes blood vessels to coalesce into large flat hyperplastic sinuses with no distinctive hierarchical organization. This is consistent with the role of CCN1 as a negative feedback regulator of vascular endothelial growth factor (VEGF) receptor activation. In the mouse model of oxygen-induced retinopathy (OIR), pericytes become the predominant CCN1 producing cells. Pericyte-specific deletion of CCN1 significantly decreases pathological retinal neovascularization following OIR. CCN1 induces the expression of the non-canonical Wnt5a in pericyte but not in EC cultures. In turn, exogenous Wnt5a inhibits CCN1 gene expression, induces EC proliferation and increases hypersprouting. Concordantly, treatment of mice with TNP470, a non-canonical Wnt5a inhibitor, reestablishes endothelial expression of CCN1 and significantly decreases pathological neovascular growth in OIR. Our data highlight the significance of CCN1-EC and CCN1-pericyte communication signals in driving physiological and pathological angiogenesis.		True	False
30097694	Anti-angiogenic effects of the DPP-4 inhibitor linagliptin via inhibition of VEGFR signalling in the mouse model of oxygen-induced retinopathy.	Linagliptin has protective effects on the retinal neurovascular unit but, in proliferative retinopathy, dipeptidyl peptidase 4 (DPP-4) inhibition could be detrimental. The aim of this study was to assess the effect of linagliptin on ischaemia-induced neovascularisation of the retina. C57BL/6J and glucagon-like peptide 1 (GLP-1) receptor (Glp1r)-/- mice were subjected to a model of oxygen-induced retinopathy (OIR). Both strains were subcutaneously treated with linagliptin from postnatal days 12 to 16. Non-injected OIR and non-exposed mice served as controls. Capillary proliferations and systemic levels of active GLP-1 were quantified. The effects of linagliptin on vascular endothelial growth factor (VEGF)-induced downstream signalling were assessed in human umbilical vein endothelial cells (HUVECs) using western blot for retinal phosphorylated extracellular signal-regulated kinase (ERK)1/2 and retinal gene expression analyses. Linagliptin treatment led to an increase in active GLP-1 and a decreased number of neovascular nuclei in OIR mice vs controls (-30%, p < 0.05). As the reduction in neovascularisation was similar in both C57BL/6J and Glp1r-/- mice, the anti-angiogenic effects of linagliptin were independent of GLP-1R status. The expression of Vegf (also known as Vegfa) and Hif1a was increased in C57BL/6J OIR mice upon linagliptin treatment (three- vs 1.5-fold, p < 0.05, p < 0.01, respectively). In HUVECs, linagliptin inhibited VEGF-induced increases in mitogen-activated protein kinase (MAPK)/ERK (-67%, p < 0.001) and MAPK/c-Jun N-terminal kinase (JNK) (-13%, p < 0.05) pathway activities. In the retinas of C57BL/6J mice, p-ERK1/2 levels were significantly reduced upon linagliptin treatment (-47%, p < 0.05). Systemic treatment with linagliptin demonstrated GLP-1R-independent anti-angiogenic effects mediated by an inhibition of VEGF receptor downstream signalling. The specific effects of linagliptin on diabetic retinopathy are of potential benefit for individuals with diabetes, independent of metabolic effects.		True	False
30250985	Contribution of the clock gene DEC2 to VEGF mRNA upregulation by modulation of HIF1α protein levels in hypoxic MIO-M1 cells, a human cell line of retinal glial (Müller) cells.	Clock genes are components of the molecular clock. Their malfunction is thought to increase the risk of numerous diseases, including cancer. Vascular endothelial growth factor (VEGF) has a pivotal role in angiogenesis, and its expression levels are controlled by clock genes in tumor cells. Ophthalmic diseases such as age-related macular degeneration, proliferative diabetic retinopathy, and neovascular glaucoma are also associated with abnormal angiogenesis followed by upregulation of VEGF in the eye. In the present study, we aimed to uncover the relationship between clock genes and VEGF in the eye. Laboratory investigation METHODS: Oxygen-induced retinopathy (OIR) mice were prepared to mimic hypoxic conditions in the eye. Deferoxamine (DFO) was used to mimic hypoxic conditions in human Müller cell line MIO-M1 cells. Expression levels of mRNA and protein were quantified by quantitative reverse transcription polymerase chain reaction and Western blot analysis, respectively. In the retinas of OIR mice, the expression levels of Vegf and the clock gene Dec2 increased transiently, and their temporal profiles were correlated. Knockdown of DEC2 resulted in a significant (26.7%) reduction of VEGF expression in MIO-M1 cells under hypoxia-mimicking conditions induced by DFO (P < .05). Levels of HIF1α protein were also reduced significantly, by 60.2%, in MIO-M1 cells treated with siRNA against the DEC2 gene (P < .05). Moreover, HIF1α levels showed a significant (2.5-fold) increase in MIO-M1 cells overexpressing DEC2 (P < .05). DEC2 could upregulate retinal VEGF gene expression through modulation of HIF1α levels under hypoxic conditions.		True	False
31131231	Identification of altered microRNAs in retinas of mice with oxygen-induced retinopathy.	To identify disease-related miRNAs in retinas of mice with oxygen-induced retinopathy (OIR), and to explore their potential roles in retinal pathological neovascularization. The retinal miRNA expression profile in mice with OIR and room air controls at postnatal day 17 (P17) were determined through miRNA microarray analysis. Several miRNAs were significantly up- and down-regulated in retinas of mice with OIR compared to controls by quantitative real-time reverse transcription-polymerase chain reaction (qRT-PCR). Two databases including Targetscan7.1 and MirdbV5 were used to predict target genes that associated with those significantly altered miRNAs in retinas of mice with OIR. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses were also conducted to identify possible biological functions of the target genes. In comparison with room air controls, 3 and 8 miRNAs were significantly up- and down-regulated, respectively, in retinas of mice with OIR. The qRT-PCR data confirmed that mmu-miR-350-3p and mmu-miR-202-3p were significantly up-regulated, while mmu-miR-711 and mmu-miR-30c-1-3p were significantly down-regulated in mice with OIR compared to controls. GO analysis demonstrated that the identified target genes were related to functions such as cellular macromolecule metabolic process. KEGG pathway analysis showed a group of pathways, such as Wnt signaling pathway, transcriptional misregulation in cancer, Mucin type O-glycan biosynthesis, and mitogen-activated protein kinase (MAPK) signaling pathway might be involved in pathological process of retinal neovascularization. Our findings suggest that the differentially expressed miRNAs in retinas of mice with OIR might provide potential therapeutic targets for treating retinal neovascularization.		True	False
31171905	Microarray Analysis of Long Non-Coding RNAs and Messenger RNAs in a Mouse Model of Oxygen-Induced Retinopathy.	Objective: Retinal neovascularization is a severe complication of many ocular diseases. To clarify the possible functions and therapeutic potential of long non-coding RNAs (lncRNAs) and messenger RNAs (mRNAs) in retinal neovascularization, we assessed their expression profile in a mouse model of oxygen-induced retinopathy (OIR). Methods: Microarray analysis was performed to identify altered lncRNA and mRNA expressions between OIR and control mice. The microarray results were validated by qRT-PCR. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses were conducted to determine biological functions and signaling pathways of the altered or interacted mRNAs. A coding-non-coding gene co-expression (CNC) network was constructed to identify the interaction of lncRNAs and mRNAs. Results: We identified 198 up-regulated and 175 down-regulated lncRNAs (fold change≥2.0, P<0.05), respectively in OIR mice compared to control mice. We also identified 412 up-regulated and 127 down-regulated mRNAs (fold change≥2.0, P<0.05), respectively in OIR mice compared to control mice. GO and KEGG analyses suggested that altered mRNAs were enriched in immune system process, exopeptidase activity, ECM-receptor interaction and protein digestion and absorption. Four validated lncRNAs (ENSMUST00000165968, ENSMUST00000153785, ENSMUST00000134409, and ENSMUST00000154285) and the nearby coding gene pairs were analyzed. A CNC network profile based on those validated altered lncRNAs as well as 410 interacted mRNAs was composed of 509 connections. Moreover, the GO and KEGG analyses demonstrated that these interacted mRNAs mainly enriched in blood vessel development, angiogenesis, cell adhesion molecules and leukocyte transendothelial migration pathways. Conclusion: Our data highlight the utility of altered lncRNA and mRNA profiling in understanding the pathogenesis of ischemia-induced retinal neovascularization and further suggest that therapeutic potential of altered lncRNA for retinal neovascularization.		True	False
31199961	The long dystrophin gene product Dp427 modulates retinal function and vascular morphology in response to age and retinal ischemia.	Mutations in dystrophin are the major cause of muscular dystrophies. Continuous muscular degeneration and late stage complications, including cardiomyopathy and respiratory insufficiency, dominate the clinical phenotype. Gene expression and regulation of the dystrophin gene outside of muscular tissue is far more complex. Multiple tissue-specific dystrophin gene products are widely expressed throughout the body, including the central nervous system and eye, predisposing affected patients to secondary complications in non-muscular tissues. In this study, we evaluated the impact of the full-length dystrophin gene product, Dp427, on retinal homeostasis and angiogenesis. Based on the clinical case of a Duchenne muscular dystrophy (DMD) patient who developed severe fibrovascular changes in the retina in response to hypoxic stress, we hypothesized that defects in Dp427 make the retina more susceptible to stresses such as ageing and ischemia. To further study this, a mouse strain lacking Dp427 expression (Mdx) was studied during retinal development, ageing and in the oxygen-induced retinopathy (OIR) model. While retinal vascular morphology was normal during development and ageing, retinal function measured by electroretinography (ERG) was slightly reduced in young adult Mdx mice and deteriorated with age. Mdx mice also had increased retinal neovascularization in response to OIR and more pronounced long-term deterioration in retinal function following OIR. Based on these results, we suggest that DMD patients with a mutation in Dp427 may experience disturbed retinal homeostasis with increasing age and therefore be prone to develop excessive retinal neovascular changes in response to hypoxic stress. DMD patients in late disease stages should, thus, be regularly examined to detect asymptomatic retinal abnormalities and prevent visual impairment.		True	False
31314602	Stanniocalcin-1 is a Modifier of Oxygen-Induced Retinopathy Severity.	Purpose/Aim: Abnormal activation of signaling pathways related to angiogenesis, inflammation, and oxidative stress has been implicated in the pathophysiology of retinopathy of prematurity (ROP), a leading cause of blindness in pre-term infants. Therapies for ROP include laser and anti-vascular endothelial growth factor agents. However, these therapies have side effects, and even with adequate treatment, visual acuity can be impaired. Novel therapeutic options are needed. Stanniocalcin-1 (STC-1) is a neuroprotective protein with anti-inflammatory and anti-oxidative stress properties. Rodent models of oxygen-induced retinopathy (OIR) were selected to determine whether STC-1 plays a role in the development of OIR.Materials and methods: STC-1 gene and protein expression was first evaluated in the Sprague Dawley rat OIR model that is most similar to human ROP. OIR was then induced in wild-type and Stc-1-/- mice. Retinas were isolated and evaluated for avascular and neovascular area on retinal flat mounts. Quantification of gene expression by quantitative real-time PCR was performed. VEGF was assayed by ELISA in media obtained from induced pluripotent stem-cell-derived retinal pigment epithelial (iPS-RPE) cells following treatment with recombinant STC-1.Results: STC-1 was significantly upregulated in a rat model of OIR compared to room air controls at the gene (P < .05) and protein (P < .001) level. Stc-1-/- OIR mice showed significantly worse ROP compared to wild-type mice as assessed by avascular (20.2 ± 2.4% vs 15.2 ± 2.5%; P = .02) and neovascular area (14.3 ± 2.7% vs 8.8 ± 3.7%; P < .05). Transcript levels of vascular endothelial growth factor-A were significantly higher in Stc-1-/- OIR mice compared to wild-type controls (P = .03). STC-1 reduced VEGF production in iPS-RPE cells (P = .01).Conclusions: STC-1 plays a role in the OIR stress response and development of pathologic vascular features in rodent OIR models by regulating VEGF levels.		True	False
31452702	Oxygen-induced circRNA profiles and coregulatory networks in a retinopathy of prematurity mouse model.	Retinopathy of prematurity (ROP) is a leading cause of childhood blindness. At present, the molecular mechanisms underlying ROP are still far from being clearly understood. Circular RNAs (circRNAs), a novel class of noncoding RNAs, have been reported to serve vital regulatory roles in several human diseases. However, it is still unclear how circRNAs are involved in ROP. In the present study, oxygen-induced retinopathy (OIR) murine retinal samples and paired normal tissues were chosen for high-throughput transcriptome RNA sequencing and bioinformatic analyses. As a result, a total of 236 differentially expressed circRNAs, 14 differentially expressed miRNAs, and 9,756 differentially expressed mRNAs were identified in the OIR samples. Gene ontology analysis showed that angiogenesis ranked in the top five upregulated biological processes associated with differential mRNA expression. Then, 66 co-expression pairs of circRNA-mRNA were predicted according to the mRNAs that were enriched in angiogenesis. Furthermore, coregulation prediction was separately performed to identify the differentially expressed miRNAs that targeted angiogenesis-associated circRNAs or mRNAs. Finally, nine differentially expressed circRNAs were predicted to be competing endogenous RNAs by constructing a circRNA-miRNA-mRNA network followed by reverse transcription-quantitative PCR validation. The results of the present study suggest that the identified set of circRNA transcripts and the potential regulatory mechanisms for the development of ROP are worthy of functional studies.		True	False
31578039	Short- and long-term impact of hyperoxia on the blood and retinal cells' transcriptome in a mouse model of oxygen-induced retinopathy.	We aimed to identify global blood and retinal gene expression patterns in murine oxygen-induced retinopathy (OIR), a common model of retinopathy of prematurity, which may allow better understanding of the pathogenesis of this severe ocular prematurity complication and identification of potential blood biomarkers. A total of 120 C57BL/6J mice were randomly divided into an OIR group, in which 7-day-old pups were maintained in 75% oxygen for 5 days, or a control group. RNA was extracted from the whole-blood mononuclear cells and retinal cells on days 12, 17, and 28. Gene expression in the RNA samples was evaluated with mouse gene expression microarrays. There were 38, 1370 and 111 genes, the expression of which differed between the OIR and control retinas on days 12, 17, and 28, respectively. Gene expression in the blood mononuclear cells was significantly altered only on day 17. Deptor and Nol4 genes showed reduced expression both in the blood and retinal cells on day 17. There are sustained marked changes in the global pattern of gene expression in the OIR mice retinas. An altered expression of Deptor and Nol4 genes in the blood mononuclear cells requires further investigation as they may indicate retinal neovascularization.		True	False
31672944	Progenitor cell combination normalizes retinal vascular development in the oxygen-induced retinopathy (OIR) model.	Retinopathy of prematurity (ROP) is a disorder of the developing retina of preterm infants. ROP can lead to blindness because of abnormal angiogenesis that is the result of suspended vascular development and vaso-obliteration leading to severe retinal stress and hypoxia. We tested the hypothesis that the use of the human progenitor cell combination, bone marrow-derived CD34+ cells and vascular wall-derived endothelial colony-forming cells (ECFCs), would synergistically protect the developing retinal vasculature in a mouse model of ROP, called oxygen-induced retinopathy (OIR). CD34+ cells alone, ECFCs alone, or the combination thereof were injected intravitreally at either P5 or P12 and pups were euthanized at P17. Retinas from OIR mice injected with ECFCs or the combined treatment revealed formation of the deep vascular plexus (DVP) while still in hyperoxia, with normal-appearing connections between the superficial vascular plexus (SVP) and the DVP. In addition, the combination of cells completely prevented aberrant retinal neovascularization and was more effective anatomically and functionally at rescuing the ischemia phenotype than either cell type alone. We show that the beneficial effects of the cell combination are the result of their ability to orchestrate an acceleration of vascular development and more rapid ensheathment of pericytes on the developing vessels. Lastly, our proteomic and transcriptomic data sets reveal pathways altered by the dual cell therapy, including many involved in neuroretinal maintenance, and principal component analysis (PCA) showed that cell therapy restored OIR retinas to a state that was closely associated with age-matched normal retinas. Together, these data herein support the use of dual cell therapy as a promising preventive treatment for the development of ROP in premature infants.		True	False
31692917	Identifying circRNA-associated-ceRNA networks in retinal neovascularization in mice.	Retinal neovascularization is a complication which caused human vision loss severely. It has been shown that circular RNAs (circRNAs) play essential roles in gene regulation. However, circRNA expression profile and the underlying mechanisms in retinal neovascular diseases remain unclear. In the present study, we identified altered circRNAs in the retinas of oxygen-induced retinopathy (OIR) mouse model by microarray profiling. Microarray analysis revealed that 539 circRNAs were significantly altered in OIR retinas compared with controls. Among them, 185 up-regulated and 354 down-regulated circRNAs were identified. The expression levels of 4 altered circRNAs including mmu_circRNA_002573, mmu_circRNA_011180, mmu_circRNA_016108 and mmu_circRNA_22546 were validated by quantitative real-time reverse transcription-polymerase chain reaction (qRT-PCR). Bioinformatic analysis with validated circRNAs such as competing endogenous RNA (ceRNA) regulatory networks with Gene Ontology (GO) enrichment analysis demonstrated that qRT-PCR validated circRNAs were associated with cellular process, cell part and phosphoric ester hydrolase activity. Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analysis demonstrated that MAPK signaling pathway and renin-angiotensin system were related to validated circRNAs, suggesting these pathways may participate in pathological angiogenesis. The results together suggested that circRNAs were aberrantly expressed in OIR retinas and may play potential roles in retinal neovascular diseases.		True	False
31846472	A transcriptome-based signature of pathological angiogenesis predicts breast cancer patient survival.	The specific genes and molecules that drive physiological angiogenesis differ from those involved in pathological angiogenesis, suggesting distinct mechanisms for these seemingly related processes. Unveiling genes and pathways preferentially associated with pathologic angiogenesis is key to understanding its mechanisms, thereby facilitating development of novel approaches to managing angiogenesis-dependent diseases. To better understand these different processes, we elucidated the transcriptome of the mouse retina in the well-accepted oxygen-induced retinopathy (OIR) model of pathological angiogenesis. We identified 153 genes changed between normal and OIR retinas, which represent a molecular signature relevant to other angiogenesis-dependent processes such as cancer. These genes robustly predict the survival of breast cancer patients, which was validated in an independent 1,000-patient test cohort (40% difference in 15-year survival; p = 2.56 x 10-21). These results suggest that the OIR model reveals key genes involved in pathological angiogenesis, and these may find important applications in stratifying tumors for treatment intensification or for angiogenesis-targeted therapies.		True	False
32031575	Epithelial Membrane Protein 2 (EMP2) Promotes VEGF-Induced Pathological Neovascularization in Murine Oxygen-Induced Retinopathy.	Retinopathy of prematurity (ROP) is a leading cause of childhood blindness. ROP occurs as a consequence of postnatal hyperoxia exposure in premature infants, resulting in vasoproliferation in the retina. The tetraspan protein epithelial membrane protein-2 (EMP2) is highly expressed in the retinal pigment epithelium (RPE) in adults, and it controls vascular endothelial growth factor (VEGF) production in the ARPE-19 cell line. We, therefore, hypothesized that Emp2 knockout (Emp2 KO) protects against neovascularization in murine oxygen-induced retinopathy (OIR). Eyes were obtained from wildtype (WT) and Emp2 KO mouse pups at P7, P12, P17, and P21 after normoxia or hyperoxia (P7-P12) exposure. Following hyperoxia exposure, RNA sequencing was performed using the retina/choroid layers obtained from WT and Emp2 KO at P17. Retinal sections from P7, P12, P17, and P21 were evaluated for Emp2, hypoxia-inducible factor 1α (Hif1α), and VEGF expression. Whole mount images were generated to assess vaso-obliteration at P12 and neovascularization at P17. Emp2 KO OIR mice demonstrated a decrease in pathologic neovascularization at P17 compared with WT OIR mice through evaluation of retinal vascular whole mount images. This protection was accompanied by a decrease in Hif1α at P12 and VEGFA expression at P17 in Emp2 KO animals compared with the WT animals in OIR conditions. Collectively, our results suggest that EMP2 enhances the effects of neovascularization through modulation of angiogenic signaling. The protection of Emp2 KO mice against pathologic neovascularization through attenuation of HIF and VEGF upregulation in OIR suggests that hypoxia-induced upregulation of EMP2 expression in the neuroretina modulates HIF-mediated neuroretinal VEGF expression.		True	False
32053824	Transcriptome analysis reveals dysregulation of genes involved in oxidative phosphorylation in a murine model of retinopathy of prematurity.	Retinal gene expression pattern is severely altered after exposition to hyperoxia in mice with oxygen-induced retinopathy (OIR), a common model of retinopathy of prematurity. Gene ontology and signaling pathway analyses may add new insights into a better understanding of the pathogenesis of this disease. Seven-day-old C57BL/6J mice (n = 60) were exposed to 75% oxygen for 5 days and then recovered in room air. The controls (n = 60) were kept in the normoxic conditions. Retinas were harvested immediately following hyperoxia, during the phase of maximal neovascularization, and at the time of neovascularization regression. The retinal RNA samples were evaluated for gene expression using mouse gene expression microarrays. DAVID annotation tools were used for gene ontology and pathway analyses. The most significantly enriched signaling pathways during the neovascularization phase of OIR were: focal adhesion; ECM-receptor interaction; PI3K-Akt; oxidative phosphorylation; and Alzheimer's, Parkinson's and Huntington's disease signaling pathways. Genes involved in apoptosis, cell proliferation, cell differentiation, and immune responses were associated with neovascularization regression. Performed analyses revealed the possible involvement of various signaling pathways in OIR pathomechanism, mostly specific to the OIR phase. Dysregulation of genes involved in oxidative phosphorylation may have an impact on neovascularization development.		True	False
32150307	Temporospatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model.	Myeloid cells such as resident retinal microglia (MG) or infiltrating blood-derived macrophages (Mϕ) accumulate in areas of retinal ischemia and neovascularization (RNV) and modulate neovascular eye disease. Their temporospatial distribution and biological function in this process, however, remain unclarified. Using state-of-the-art methods, including cell-specific reporter mice and high-throughput RNA sequencing (RNA Seq), this study determined the extent of MG proliferation and Mϕ infiltration in areas with retinal ischemia and RNV in Cx3cr1CreERT2 :Rosa26-tdTomato mice and examined the transcriptional profile of MG in the mouse model of oxygen-induced retinopathy (OIR). For RNA Seq, tdTomato-positive retinal MG were sorted by flow cytometry followed by Gene ontology (GO) cluster analysis. Furthermore, intraperitoneal injections of the cell proliferation marker 5-ethynyl-2'-deoxyuridine (EdU) were performed from postnatal day (p) 12 to p16. We found that MG is the predominant myeloid cell population while Mϕ rarely appears in areas of RNV. Thirty percent of retinal MG in areas of RNV were EdU-positive indicating a considerable local MG cell expansion. GO cluster analysis revealed an enrichment of clusters related to cell division, tubulin binding, ATPase activity, protein kinase regulatory activity, and chemokine receptor binding in MG in the OIR model compared to untreated controls. In conclusion, activated retinal MG alter their transcriptional profile, exhibit considerable proliferative ability and are by far the most frequent myeloid cell population in areas of ischemia and RNV in the OIR model thus presenting a potential target for future therapeutic approaches.		True	False
32346884	Overexpression of miR-181a-5p inhibits retinal neovascularization through endocan and the ERK1/2 signaling pathway.	Retinal neovascularization (RNV) is a common pathological feature of angiogenesis-related retinopathy. Endocan inhibition has previously been reported to suppress RNV in oxygen-induced retinopathy (OIR); however, its molecular mechanisms remain to be elucidated. Here, we investigated the role and mechanism of endocan in OIR. We established an OIR mouse model and detected aberrant endocan overexpression in OIR mouse retinas. Endocan inhibition through small interfering RNA or a neutralizing antibody inhibited vascular endothelial growth factor-induced cell survival, cell proliferation, and tube formation in human retinal endothelial cells in vitro and reduced the RNV area in vivo. Using RNA sequencing, a luciferase reporter assay, and bioinformatics analyses, we identified endocan as a microRNA-181a-5p target gene. The antiangiogenic effect of miR-181a-5p on RNV was verified by intravitreal injection, and we showed that this involved the extracellular signal-regulated protein kinases 1 and 2 (ERK1/2) signaling pathway. Collectively, our data demonstrate that miR-181a-5p/endocan regulates retinal angiogenesis through the ERK1/2 signaling pathway and might represent an attractive therapeutic strategy for RNV.		True	False
32444495	Disruption of profilin1 function suppresses developmental and pathological retinal neovascularization.	Angiogenesis-mediated neovascularization in the eye is usually associated with visual complications. Pathological angiogenesis is particularly prominent in the retina in the settings of proliferative diabetic retinopathy, in which it can lead to permanent loss of vision. In this study, by bioinformatics analyses, we provide evidence for elevated expression of actin-binding protein PFN1 (profilin1) in the retinal vascular endothelial cells (VECs) of individuals with proliferative diabetic retinopathy, findings further supported by gene expression analyses for PFN1 in experimentally induced abnormal retinal neovascularization in an oxygen-induced retinopathy murine model. We observed that in a conditional knockout mouse model, postnatal deletion of the Pfn1 gene in VECs leads to defects in tip cell activity (marked by impaired filopodial protrusions) and reduced vascular sprouting, resulting in hypovascularization during developmental angiogenesis in the retina. Consistent with these findings, an investigative small molecule compound targeting the PFN1-actin interaction reduced random motility, proliferation, and cord morphogenesis of retinal VECs in vitro and experimentally induced abnormal retinal neovascularization in vivo In summary, these findings provide the first direct in vivo evidence that PFN1 is required for formation of actin-based protrusive structures and developmental angiogenesis in the retina. The proof of concept of susceptibility of abnormal angiogenesis to small molecule intervention of PFN1-actin interaction reported here lays a conceptual foundation for targeting PFN1 as a possible strategy in angiogenesis-dependent retinal diseases.		True	False
32714074	Small RNA Sequencing Reveals Transfer RNA-derived Small RNA Expression Profiles in Retinal Neovascularization.	Retinal neovascularization (RNV) is characterized in retinopathy of prematurity (ROP), diabetic retinopathy (DR), and retinal vein occlusion (RVO), which leads to severe vision loss and even blindness. To reveal the altered transfer RNA-derived small RNA (tsRNA)s in RNV, and to investigate the underlying mechanisms of the altered tsRNAs involved in RNV, we carried out a small RNA sequencing to profile tsRNA expressions in the retinas of mice with oxygen-induced retinopathy (OIR) and control mice. A total of 45 tsRNAs were significantly changed (fold change ≥ 1.5 and P < 0.05) in the retinas of OIR mice compared with controls. Validation by quantitative real-time reverse transcription polymerase chain reaction (qRT-PCR) in four selected tsRNAs was consistent with the results of small RNA sequencing. Bioinformatics analyses identified 153 altered target genes of the four validated tsRNAs. These altered target genes were largely enriched in developmental process, cell periphery and protein binding, as well as Th1 and Th2 cell differentiation pathway. Our study suggests tsRNAs play key roles in the pathogenesis of RNV, indicating their therapeutic potential to treat patients with RNV. Moreover, small RNA sequencing is a useful tool to identify changes in tsRNA expression, an important indicator of the progress of retinal diseases.		True	False
33975909	Tribbles Homolog 3 Mediates the Development and Progression of Diabetic Retinopathy.	The current understanding of the molecular pathogenesis of diabetic retinopathy does not provide a mechanistic link between early molecular changes and the subsequent progression of the disease. In this study, we found that human diabetic retinas overexpressed TRIB3 and investigated the role of TRIB3 in diabetic retinal pathobiology in mice. We discovered that TRIB3 controlled major molecular events in early diabetic retinas via HIF1α-mediated regulation of retinal glucose flux, reprogramming cellular metabolism, and governing of inflammatory gene expression. These early molecular events further defined the development of neurovascular deficit observed in mice with diabetic retinopathy. TRIB3 ablation in the streptozotocin-induced mouse model led to significant retinal ganglion cell survival and functional restoration accompanied by a dramatic reduction in pericyte loss and acellular capillary formation. Under hypoxic conditions, TRIB3 contributed to advanced proliferative stages by significant upregulation of GFAP and VEGF expression, thus controlling gliosis and aberrant vascularization in oxygen-induced retinopathy mouse retinas. Overall, our data reveal that TRIB3 is a master regulator of diabetic retinal pathophysiology that may accelerate the onset and progression of diabetic retinopathy to proliferative stages in humans and present TRIB3 as a potentially novel therapeutic target for diabetic retinopathy.		True	False
34273276	Specialized endothelial tip cells guide neuroretina vascularization and blood-retina-barrier formation.	Endothelial tip cells guiding tissue vascularization are primary targets for angiogenic therapies. Whether tip cells require differential signals to develop their complex branching patterns remained unknown. Here, we show that diving tip cells invading the mouse neuroretina (D-tip cells) are distinct from tip cells guiding the superficial retinal vascular plexus (S-tip cells). D-tip cells have a unique transcriptional signature, including high TGF-β signaling, and they begin to acquire blood-retina barrier properties. Endothelial deletion of TGF-β receptor I (Alk5) inhibits D-tip cell identity acquisition and deep vascular plexus formation. Loss of endothelial ALK5, but not of the canonical SMAD effectors, leads to aberrant contractile pericyte differentiation and hemorrhagic vascular malformations. Oxygen-induced retinopathy vasculature exhibits S-like tip cells, and Alk5 deletion impedes retina revascularization. Our data reveal stage-specific tip cell heterogeneity as a requirement for retinal vascular development and suggest that non-canonical-TGF-β signaling could improve retinal revascularization and neural function in ischemic retinopathy.		False	False
34321516	Gene expression profile of the murine ischemic retina and its response to Aflibercept (VEGF-Trap).	Ischemic retinal dystrophies are leading causes of acquired vision loss. Although the dysregulated expression of the hypoxia-responsive VEGF-A is a major driver of ischemic retinopathies, implication of additional VEGF-family members in their pathogenesis has led to the development of multivalent anti-angiogenic tools. Designed as a decoy receptor for all ligands of VEGFR1 and VEGFR2, Aflibercept is a potent anti-angiogenic agent. Notwithstanding, the molecular mechanisms mediating Aflibercept's efficacy remain only partially understood. Here, we used the oxygen-induced retinopathy (OIR) mouse as a model system of pathological retinal vascularization to investigate the transcriptional response of the murine retina to hypoxia and of the OIR retina to Aflibercept. While OIR severely impaired transcriptional changes normally ensuing during retinal development, analysis of gene expression patterns hinted at alterations in leukocyte recruitment during the recovery phase of the OIR protocol. Moreover, the levels of Angiopoietin-2, a major player in the progression of diabetic retinopathy, were elevated in OIR tissues and consistently downregulated by Aflibercept. Notably, GO term, KEGG pathway enrichment, and expression dynamics analyses revealed that, beyond regulating angiogenic processes, Aflibercept also modulated inflammation and supported synaptic transmission. Altogether, our findings delineate novel mechanisms potentially underlying Aflibercept's efficacy against ischemic retinopathies.		True	False
